"Keyword","SERP Position","Avg. Search Volume (Last 12 months)","Estimated Visits","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"herramientas webmaster",22,480,1,"Spain","3.19",1,45,6,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,390,480,590,320,260,260,260,320,390,390,480,590,480,480,590,590,390,320,590,390,390,390
"mejores empresas de posicionamiento web",22,110,0,"Spain","18.91",30,,-33,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,10,10,20,20,20,40,40,30,20,20,10,10,10,20,30,20,20,20,40,40,50,70,70,50,50,50,50,70,30,50,40,20,20,40,30,30,30,50,90,90,40,70,70,40,30,10,10,10,10,10,40,40,20,20,10,20,20,20,40,20,30,20,20,20,20,70,40,50,390,320,210,110,110,50,20,10,10
"motores de busqueda de google",22,170,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,170,210,170,170,140,110,90,170,170,170,170
"oca icp",22,140,0,"Spain","0.95",5,,,"","","","","","","","","","","","","","","",,,,,,,,1300,1300,880,1300,1300,"1300","1000","1000","1300","1000","720","1000","1000","880","720","1000","1000","","1300","1300","1300","1000","720","880","1000","880",590,880,880,720,720,720,590,590,390,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,210,170,140,140,170,110,90,140,170,140,140
"palabras clave buscador",22,320,0,"Spain","4.66",20,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,720,880,720,880,880,720,720,720,480,390,320,390,390,480,320,480,390,480,390,390,390,390,320,390,480,480,390,480,590,590,390,480,390,320,320,390,480,390,320,480,320,390,390,390,320,320,210,260,,,,260,390,480,390,210,140,110,140,880,210,260,170
"posicionamiento web",22,2900,6,"Spain","11.69",27,34,-49,"DOCUMENTATION","","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,3600,4400,4400,4400,3600,4400,12100,22200,3600,3600,3600,3600,3600,2900,2900,2400,2900,2900,2400,2400,2400,2400,1600,2400,1900,1900,1900,1600,1900,2400,2400,2900,2400,2400,2400,2400,2400,2400,2400,1600,880,1600,1900,2400,1900,2400,4400,5400,5400,3600,2400,1900,1900,6600,1300,1000,880
"precios marketing digital",22,110,0,"Spain","2.22",25,9,,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,40,50,50,50,50,70,70,50,70,70,40,70,110,70,70,70,90,70,110,90,70,90,90,70,90,70,70,70,70,70,70,70,70,70,70,70,70,50,70,50,70,70,50,70,70,70,50,70,,,,,,,,,,,,,,,,,,,,,70,110,140,170,140,50,40,50,260,70,110,70
"que es google search console",22,110,0,"Spain","0.61",11,28,-32,"DOCUMENTATION","","Missing words in title","","","","","","","","","","","0","0",0,0,0,0,0,0,0,50,50,50,50,50,"70","50","70","50","30","40","40","50","70","50","70","90","70","70","70","70","50","40","50","90","70",70,90,90,110,70,90,90,70,50,70,110,110,110,110,140,140,210,210,170,110,90,110,140,170,140,140,170,170,170,170,140,110,70,110,110,170,110,140,140,140,140,140,90,110,110,110,140,210,110,140,170,170,110,140,140,170,110,110,110,140,110,170,170,110,140,140,110,110,70,90,140,110,90,110,170,170,140,110,90,90,50,210,90,70,70
"retailing online",22,90,0,"Spain","",7,,-36,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,110,50,110,110,140,110,140,170,140,110,110,70,70,70,70,90,70,70
"servicio auditoria seo",22,260,0,"Spain","",9,13,-59,"","navigational, informational","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,10,10,10,30,10,10,20,20,10,10,20,20,20,20,30,20,20,20,20,20,10,40,30,10,20,20,10,20,30,40,90,140,90,140,170,170,110,140,170,50,90,170,90,210,140,210,390,480,480,260,110,90,70,1000,70,20,90
"tiendas esotéricas en barcelona",22,110,0,"Spain","0.64",60,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1300,1600,1900,1900,1900,1600,1900,1600,1300,1600,,,,,,,,,,,,,,,,,,,,,,140,140,210,170,140,70,90,140,140,90,90,70
"web posicionamiento",22,140,0,"Spain","7.52",10,,64,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,140,90,140,110,260,70,110,90,110,70,90,,,,,70,50,50,20,20,70,110,260,320,260,170,90,40,50,170,40,70,70
"agencia marketing digital seo",23,110,0,"Spain","",11,42,-25,"HOMEPAGES, LISTICLES","","Missing words in title","","","","","","","","","0","0","0","10",0,0,10,0,0,0,10,0,0,0,0,10,"10","10","10","0","10","10","10","0","10","10","10","10","10","10","10","10","10","10","10","10","10",10,10,10,0,10,10,10,10,20,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,20,10,10,10,10,10,10,10,10,10,10,30,10,10,10,20,10,10,10,10,10,20,20,20,10,10,10,10,30,10,30,30,20,10,10,20,20,20,20,20,20,20,20,40,70,90,210,210,140,50,40,50,390,30,10,20
"agencias de posicionamiento web",23,880,1,"Spain","11.36",5,35,-28,"HOMEPAGES, LISTICLES","","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,320,320,320,260,320,320,260,320,170,170,210,260,320,260,320,320,320,320,390,320,260,260,320,260,260,260,210,320,320,260,260,390,390,390,480,590,880,480,390,260,390,590,1000,1300,1600,1300,720,480,260,2400,320,260,170
"art i servei",23,110,0,"Spain","",,,-69,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,210,170,170,210,260,90,110,50,70,40,140,70,70,40
"bing webmaster center",23,2400,5,"Spain","7.54",0,35,48,"LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1000,880,880,1000,1000,1000,1000,1300,1000,1300,1000,1300,1000,880,720,880,1300,1600,1300,1900,1900,2400,1900,2400,2400,2900,1900,2400,2400,1900,1900
"busqueda por voz",23,480,1,"Spain","0.14",0,26,,"DOCUMENTATION, ANDROID, CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,720,720,720,590,590,590,590,590,590,590,480,,,,,,,,390,390,480,480,390,390,320,320,590,590,480,390
"busquedas por voz google",23,170,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","590","590",590,480,320,260,210,210,170,210,260,210,210,260,260,320,210,260,260,170,210,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,260,210,210,170,90,110,90,260,90,70,70
"clinica cuadros sant celoni",23,390,0,"Spain","2.66",7,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,70,140,260,170,110,210,210,210,210,210,170,260,210,320,320,210,210,260,260,260,210,210,260,390,260,320,260,390,260,480,480,390,320,390,390,390,320,390,390,390,320,390,480,390,320,480,480,320,,,,,,,,,,480,390,390,390,390,390,480,210,480,480,390,480
"contratar una pagina web",23,20,0,"Spain","11.01",20,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,50,50,40,50,70,70,50,50,50,90,110,70,40,40,40,70,70,90,40,90,50,50,50,50,70,30,50,40,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,30,40,10,20,10,10,10,10,10,10
"core updates google",23,10,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,20,20,10,10,20,10,20,10,10,10
"diseño web para pymes",23,210,0,"Spain","4.08",5,10,188,"","","","","","","","","10","10","10","10","0","10","10",10,10,10,10,10,10,10,10,30,20,20,50,"90","50","30","10","10","10","20","10","10","10","10","20","10","10","10","40","90","50","50","110","70",20,10,10,20,20,20,10,90,50,30,30,10,10,30,10,30,20,10,30,20,20,30,30,30,10,30,50,40,30,70,50,30,40,20,30,30,10,20,10,40,20,20,50,50,30,20,50,40,40,40,70,50,40,50,40,50,40,70,90,90,70,90,110,110,140,90,70,50,90,70,50,70,50,110,260,210,260,210,110,50,110,590,140,210,140
"diseños sitios web",23,140,0,"Spain","8.09",56,,-57,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,110,260,90,90,110,90,110,110,70,70,90,70,90,70,110,260,260,320,210,110,30,30,390,70,20,10
"distrauma medical",23,390,0,"Spain","0.43",11,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,70,110,110,170,70,70,90,70,90,110,110,,,,,,,,,,,,,,,,,,,390,480,390,390,320,320,480,390,480,480,390,480
"doraemon online",23,210,0,"Spain","",1,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","90","70","70","140","210","210","110","170",140,210,170,140,140,140,140,170,170,210,260,170,260,320,320,320,480,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,210,210,210,210,210,170,260,170,140,170
"e-commerce españa",23,210,0,"Spain","5.94",67,28,-67,"LISTICLES","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,880,590,390,390,480,480,590,480,480,480,590,,,,,,,,,,,,,,,,,,,,,390,320,170,320,260,210,140,210,260,260,140,140,110
"empresa de servicio ejemplo",23,110,0,"Spain","",,,-55,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,140,210,260,260,260,170,90,70,50,480,320,210,110,140,140,170,110,90,40,40,30,260,170,70,50
"en construccion web",23,90,0,"Spain","",3,,,"","","","","","","","","10","10","10","10","10","10","30",10,10,20,10,10,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,210,210,170,140,210,390,260,390,1000,880,320,390,390,390,480,480,390,390,260,390,480,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,140,140,110,90,90,70,40,90,90,70,40
"eventop",23,170,0,"Spain","",0,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,10,10,10,30,20,20,20,10,30,40,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50,110,140,140,140,260,260,140,170,170,170
"google insights",23,1000,2,"Spain","13.57",0,,-9,"CORPORATE_BLOG_POSTS, DOCUMENTATION","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1300,1300,1000,1300,1300,1300,1300,1300,880,880,720,1000,1300,1000,880,1000,1000,1300,1000,1000,1000,880,720,880,1000,1000,880
"google marketing platform",23,480,1,"Spain","",3,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,590,880,880,1000,720,1000,1000,1000,1000,1000,880,720,480,880,880,1000,720,880,1000,880,720,880,880,720,480,720,720,720,590,880,720,1000,720,880,720,590,480,720,880,720,480,720,720,720,590,720,720,590,480,880,720,720,480,720,720,720,720,590,590,590,390,,,,,590,590,590,480,590,590,480,260,480,480,390,260
"herramientas de diseños",23,110,0,"Spain","2.11",40,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,110,140,110,90,90,70,50,170,110,110,90
"herramientas seo",23,1300,2,"Spain","4.81",23,33,-23,"CORPORATE_BLOG_POSTS, HOMEPAGES","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,2400,1900,1300,880,880,720,590,1000,1000,1000,880,1000,880,1300,1000,1000,720,720,720,720,880,1300,880,880,880,1000,880,880,880,590,590,880,1000,1000,720,880,880,880,880,1000,1000,880,590,880,880,880,720,1000,1900,1900,1900,1000,720,590,480,4400,720,590,590
"interlinking",23,1600,3,"Spain","0.26",,14,9,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,720,880,720,1000,720,880,1600,1300,880,880,720,880,880,1300,1000,1600,1600,2400,1900,1600,1300,1600,1300,1600,1300,1300,880
"ladenac milano",23,390,0,"Spain","0.29",98,,124,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,70,40,50,70,70,50,70,90,90,110,70,90,50,70,70,50,70,40,90,110,110,140,170,170,140,90,90,110,50,50,110,70,110,170,110,140,170,140,110,110,70,110,140,170,260,210,170,210,140,110,110,90,90,110,210,210,320,590,320,260,210,260,210,210,260,140,210,260,,,320,260,320,320,320,260,320,210,390,390,480,880
"lant",23,210,0,"Spain","0.65",18,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,140,170,170,210,170,170,170,260,170,170,170,,,,,,,,,,,,,,,,,,,210,210,260,210,210,210,170,140,210,260,210,170
"medicina estetica lagos",23,320,0,"Spain","0.74",14,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,720,590,480,320,590,590,590,480,720,590,480,320,880,880,590,480,720,880,880,720,880,880,1000,1000,1000,720,880,480,720,880,880,720,880,880,880,880,1000,720,590,480,720,880,1000,880,1300,1000,1000,720,880,880,,,,,,,,,,,,,,,,,,,480,320,390,390,390,320,320,170,260,320,390,320
"paisos en catala",23,110,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,110,110,110,90,50,40,110,170,170,110
"páginas de diseño web",23,90,0,"Spain","1.23",56,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,70,70,90,70,70,40,70,110,90,90,,,,,,,,,,,,,,40,90,140,170,140,320,210,50,70,20,10,10
"que es google discover",23,320,0,"Spain","0.02",0,33,51,"CORPORATE_BLOG_POSTS, DOCUMENTATION","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,260,210,210,170,170,170,170,210,210,210,480,210,210,210,170,140,210,170,880,480,260,210
"que es looker studio",23,170,0,"Spain","",9,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,110,90,170,210,140,140,170,140,140,90,110,,,,140,170,170,210,140,90,90,70,390,170,140,110
"qué es serp",23,90,0,"Spain","0.32",14,,0,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,140,170,90,140,170,140,140,140,110,70,50,90,140,110,90,140,90,110,110,140,110,90,40,90,110,140,90
"retail tienda",23,210,0,"Spain","",,29,-38,"CORPORATE_BLOG_POSTS","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,320,260,140,210,170,210,260,210,320,210,260,260,170,260,170,210,140,140,210,170,110
"rich snippets",23,590,1,"Spain","1.61",5,19,-24,"GUIDES, CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,590,590,480,390,320,480,590,590,480,590,720,720,720,590,480,390,210,1000,390,480,390
"seo para empresa",23,320,0,"Spain","15.19",12,26,-24,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,20,90,30,20,40,50,40,30,40,40,30,40,40,30,50,50,50,70,50,50,70,30,50,30,50,30,30,30,50,40,50,20,30,320,90,70,50,50,40,70,70,90,70,70,70,40,50,50,50,70,70,70,90,140,140,110,70,110,140,110,140,140,90,110,140,170,170,170,170,320,480,480,260,110,110,90,880,110,140,140
"tipografía de google",23,70,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,70,40,50,70,90,70,70
"ver visitas de una web",23,110,0,"Spain","2.84",25,14,-24,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,110,90,70,90,90,90,50,90,70,70,70,90,170,210,140,110,70,50,50,260,70,50,40
"webmaster herramientas",23,480,1,"Spain","3.19",1,,6,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,390,480,590,320,260,260,260,320,390,390,480,590,480,480,590,590,390,320,590,390,390,390
"xarxes socials",23,1600,3,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1000,1600,1000,390,320,1000,1600,1600,1000,1300,1000,,,,,,,,,,,1000,1000,1600,1600,2900,1600,390,390,1600,2400,2400,1900
"agencia de posicionamiento organico",24,110,0,"Spain","",,11,-43,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,40,90,40,110,70,140,140,90,10,10,0,0,10,10,10,10,10,10,10,30,20,20,20,30,20,20,10,20,20,40,20,40,20,10,10,40,30,30,30,20,10,30,50,50,40,40,30,40,40,30,70,50,50,90,140,90,10,10,10,880,50,10,20
"agencia seo local barcelona",24,320,0,"Spain","",2,10,26,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,10,10,10,10,10,10,10,10,10,40,50,50,20,40,10,30,50,10,10,30,40,10,20,30,20,50,30,50,70,90,140,140,480,210,140,170,320,480,260,210,210,210,210,480,390,320,390,260,210,210,210,260,590,390,480,260
"agencia social media marketing",24,110,0,"Spain","6.78",20,24,150,"","","Missing words in title","","","","","","10","10","10","10","10","10","20",10,10,10,10,10,40,30,20,0,10,10,10,"10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","20","40","110","70",90,50,90,90,90,70,50,70,50,40,40,50,70,70,50,50,50,40,50,320,30,40,30,40,140,20,20,30,20,20,20,20,20,20,10,10,20,40,10,20,10,20,20,20,50,20,10,20,10,20,20,20,30,30,20,20,20,10,10,10,20,50,30,30,40,50,40,30,20,20,20,10,30,50,140,210,170,140,50,20,30,390,40,90,20
"auditoria seo on page",24,170,0,"Spain","",3,30,475,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","10","10","10","10","10","10",10,10,10,10,30,30,20,10,20,20,30,20,10,40,30,20,20,20,70,10,10,10,20,40,20,20,10,20,10,10,20,20,20,10,10,10,20,30,20,20,30,30,30,30,30,40,40,20,20,20,10,40,480,320,20,20,10,20,40,30,50,70,30,40,30,30,10,10,20,20,10,10,20,70,210,260,260,90,50,20,20,720,70,90,70
"buscador de palabras clave",24,320,0,"Spain","5.82",28,18,-34,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,480,260,480,390,480,320,320,320,260,260,260,390,390,320,390,390,480,320,390,320,260,320,390,390,390,260,390,390,390,320,320,260,260,210,210,260,260,210,260,480,480,390,260,140,110,110,720,170,170,140
"cadepa empresa de embalajes a medida",24,210,0,"Spain","",5,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,170,210,210,260,210,260,140,260,320,210,170
"discover",24,12100,25,"Spain","2.02",2,,0,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18100,14800,12100,14800,14800,14800,12100,18100,14800,12100,12100,12100,14800,12100,9900,18100,12100,14800,12100,12100,12100,12100,12100,14800,12100,14800,9900
